9.393001544848221876e-03 4.708044872252960603e-03 3.244838119375952762e-02
8.671999368691352247e-05 1.125351747192591165e-07 1.125351747192591165e-07
8.127983520233803818e-04 1.125351747192591165e-07 1.125351747192591165e-07
2.843020935751009153e-03 1.258763598233694986e-03 3.292146505387798586e-03
8.813332204280316731e-03 6.000852438169281336e-03 2.912389260460054516e-02
1.125351747192591165e-07 2.813572996462960184e-03 1.197473234341207143e-03
1.125351747192591165e-07 5.117662883636037857e-03 5.883770027365379379e-02
1.125351747192591165e-07 9.604464812085312247e-03 1.125351747192591165e-07
1.125351747192591165e-07 1.125351747192591165e-07 1.125351747192591165e-07
6.785905116461133551e-04 2.465292234082138009e-04 1.125351747192591165e-07
1.125351747192591165e-07 1.125351747192591165e-07 1.125351747192591165e-07
1.125351747192591165e-07 1.902268800586054409e-03 1.125351747192591165e-07
6.168463990142966430e-04 1.125351747192591165e-07 1.125351747192591165e-07
3.964004190522962671e-04 1.125351747192591165e-07 1.125351747192591165e-07
2.740096739906334143e-03 1.125351747192591165e-07 1.085777418554354813e-02
1.125351747192591165e-07 9.380955722861332056e-04 1.125351747192591165e-07
1.125351747192591165e-07 1.125351747192591165e-07 1.125351747192591165e-07
1.125351747192591165e-07 4.598512071897555855e-04 1.125351747192591165e-07
1.125351747192591165e-07 9.372245754200337351e-04 1.125351747192591165e-07
1.125351747192591165e-07 4.598420962271068690e-04 1.125351747192591165e-07
1.900722334736734242e-04 1.125351747192591165e-07 1.125351747192591165e-07
1.341675879827579137e-03 1.125351747192591165e-07 1.125351747192591165e-07
5.106514902206472114e-05 2.694154595617512162e-03 6.950143138636818811e-03
1.125351747192591165e-07 1.125351747192591165e-07 1.125351747192591165e-07
1.125351747192591165e-07 1.125351747192591165e-07 1.125351747192591165e-07
2.941730642689898193e-04 1.125351747192591165e-07 1.125351747192591165e-07
8.142341246428575017e-04 1.125351747192591165e-07 1.125351747192591165e-07
1.125351747192591165e-07 1.125351747192591165e-07 1.125351747192591165e-07
1.125351747192591165e-07 1.172501988407501300e-03 1.125351747192591165e-07
1.125351747192591165e-07 4.598515825439048778e-04 1.125351747192591165e-07
1.125351747192591165e-07 1.177285027643510664e-03 1.125351747192591165e-07
8.925165000622897987e-05 1.125351747192591165e-07 1.125351747192591165e-07
1.460069926643476311e-02 1.125351747192591165e-07 5.341457680655575108e-02
1.899578066980154190e-04 1.125351747192591165e-07 1.125351747192591165e-07
1.508515633885353102e-04 1.125351747192591165e-07 4.990689217302551363e-03
1.125351747192591165e-07 1.125351747192591165e-07 1.125351747192591165e-07
1.125351747192591165e-07 1.098699181525511926e-03 1.121080692165448214e-03
1.900338368675120711e-04 1.125351747192591165e-07 1.125351747192591165e-07
